PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
3141,1,1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,1,-1,-1
3142,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,1,0,-1,-1,0,1,1,0,-1,1,0,-1,1,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0
3143,0,0,0,0,1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,-1,0,0,1,1,0
3144,0,1,0,-1,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,1,-1,0,0,-1,1,0,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0
3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,1,0,1,1,0,1,-1,0,0,-1,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,0
3146,1,0,0,1,0,0,0,0,1,-1,0,-1,0,1,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,-1,1,0,-1,1,-1,-1,0,1,0,1,0,-1,0,1,-1,1,0,-1,1,0,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,-1,-1
3147,1,0,0,0,0,1,0,-1,0,0,1,0,-1,0,-1,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,1,0,0,-1,0,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1
3148,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,1,0,0,1,0,0,0,0,-1,0,1,1,1,0,1,0,0,-1,0,1,0,0,1,0,0,1,0,0,0,0,-1,1,0,-1,-1,-1,0,-1,0,0,0,0,-1
3149,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,1,1,1,0,0,0,0,-1,0,-1,0,-1,-1,0,-1,-1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0
3150,1,0,1,0,-1,0,-1,1,0,-1,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,1,0,0,0,-1,0,0,-1,1,-1,1,1,0,0,0,1,0,-1,0,1,-1,0,0,-1,0
3151,1,1,0,-1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,0,0,0,0,-1,0,1,0,0,1,-1,0,1,1,-1,1,0,0,0,0,1,0,-1
3152,1,0,1,1,0,0,1,0,0,0,-1,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,-1,1,0,1,1,0,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,0
3153,0,0,0,0,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,1,0,0,0,0,0,-1,0,-1,-1,0,1
3154,1,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,-1,1,0,0,-1,0,0,0,0,-1,0
3155,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,1,-1,0,0,1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0
3156,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,1,0,0,-1,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0
3157,1,0,0,-1,0,0,0,-1,0,-1,0,-1,1,-1,1,0,0,0,0,1,0,0,-1,0,1,0,-1,1,0,-1,0,1,-1,0,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,1,0,0,0,0,0,-1,0
3158,0,0,0,0,1,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,1,0,1,0,-1,0,0,0,0,0,0,1,0,1,1,0,0,1,-1,-1,0,1,0,1,1,1,-1,-1,0,0,0,1,-1,0,1,0,1,0,0,1,0
3159,0,1,0,0,0,0,1,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,1,0,-1,-1,-1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3160,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,-1,-1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,-1,-1,1,1,0,1,1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0
3161,0,0,1,0,1,1,-1,0,-1,1,1,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,1,-1,1,0,0,0,-1,-1,-1,0,0,0,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0
3162,0,0,1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,-1,0,0,1,0,1,0,-1,0,1,0,-1,0,1,0,0,1,0,0,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3163,0,1,0,0,0,0,0,-1,1,-1,1,0,0,1,-1,0,1,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,-1,-1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,1,0,0,0,0,0
3164,0,1,0,0,1,-1,0,0,-1,0,0,0,1,0,1,1,0,0,1,0,-1,-1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0
3165,0,0,1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,1,0,-1,0,-1,1,-1,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0
3166,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,1,-1,0,1,0,0,0,0,0,-1,0,0,-1,1,0,0,1,-1,1,1,0,0,0,0,0,0,0,-1,0,0,1
3167,1,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,-1,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,-1,-1,-1,0,0,-1,-1,1,1,0,0,0
3168,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,1,-1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3169,1,0,0,0,-1,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,1
3170,1,0,0,0,0,1,0,1,-1,-1,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0
3171,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3172,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,1,1,0,-1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
3173,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,1,0,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,-1,1,1,-1,0,-1,1,1,-1,0,0,0,0,0
3174,0,0,1,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,0,-1,0,0,-1,1,-1,1,-1,0,1,0,0,1,0,-1,-1,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,1,1,0,0,0
3175,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,-1,1,-1,0,0,0,1,-1
3176,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,1,1,0,1,-1,-1,1,0,0,-1,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,-1,0,0,-1,1,0,1,1,0,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,1,-1,1
3177,0,-1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,0,0,0,0,1,0,1,0,-1,-1,-1,1,0,0
3178,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,-1,0
3179,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,1,1,-1,0,0,1,-1,1,-1,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,1,0,0,1,0,0
3180,1,0,0,0,1,1,0,0,-1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,-1,0,0,1,0,0,1,0,1,0,1,0
3181,1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,1,0,-1,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,-1,0,0,0,0,0,1,0,0
3182,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,1,0,1,0,-1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,-1,-1,0,-1,0,0,0,1,-1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
3183,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,1,1,1,0,0,0,1,0,0,0,-1,0,1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,1,-1,-1,0,0
3184,0,-1,1,0,0,0,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,1,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
3185,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0
3186,1,0,0,1,0,0,0,1,1,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,1,1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0
3187,0,0,0,0,-1,0,1,-1,1,1,-1,1,1,0,-1,-1,-1,1,0,1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,1,1,-1,1,0,1,0,1,0,0,1,1
3188,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,1,1,0,-1,0,1,0,0,0,0,0
3189,0,1,-1,1,1,0,0,0,0,-1,0,1,-1,0,0,1,0,1,1,-1,0,0,1,-1,0,0,1,1,-1,0,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,-1,0,-1,0,1,0,1,1,0,0,0,0,-1,1,0,0,0,1,0
3190,1,0,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0,0,-1,-1,1,0,-1,0,0,0,0
3191,0,0,0,1,0,1,1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,-1,0,-1,1,0,0,-1,1,-1,0,0,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-1,0,0,1,0
3192,0,-1,0,0,1,0,1,1,0,0,0,0,-1,-1,0,1,1,0,1,1,0,1,-1,0,1,1,1,1,-1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,-1,-1,1,1,0,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,-1,0
3193,-1,0,0,0,0,1,0,1,0,-1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,1,0,0,1,-1,0,-1,0
3194,1,0,0,-1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,-1,0,0,1,0,0,1,0,0,1,-1,1,0,-1,-1,0,0,1,0,1,0,1,-1,0,0,0,1,-1,0,-1,0,0,1,1,1,1,0,0,1,1,-1,-1,0
3195,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,1,1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0
3196,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,1,0,1,1,0,0,0,0,-1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-1,-1,0,-1,0,0,-1,1,0,1,0,1,0,1,0,0
3197,0,1,0,0,0,0,-1,0,-1,0,-1,0,-1,1,0,0,0,0,0,1,-1,0,-1,0,0,0,1,0,-1,-1,-1,1,0,0,1,0,0,0,-1,0,0,-1,0,0,0,-1,0,1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0
3198,-1,0,0,1,-1,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,1,0,-1,0,0,0,0,1,-1,1,0
3199,1,-1,0,1,0,0,0,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-1,1,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0
3200,1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1,0,0,1,1,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,1,0
3201,0,1,0,-1,0,0,0,1,0,1,1,0,1,0,0,-1,1,0,0,-1,-1,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1
3202,0,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,0
3203,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,-1,1,-1,0,0,-1,1,0,0,-1,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,0,0,1,0,1,0,0,0
3204,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,-1,1,0,-1,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,1,1,0
3205,0,0,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-1,0,-1,0,0,1,0,1,0,0,0,0,1,0,-1,0,-1,0
3206,0,0,0,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,1,-1,-1,1,1,1,0,0,1,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,0,-1,-1,0,0,1,1,-1,1,0,0,0,0,0,-1
3207,1,0,0,0,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-1,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0
3208,-1,0,-1,1,0,0,0,1,0,-1,0,1,0,1,-1,1,-1,0,0,1,0,1,-1,1,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,1,0,-1,0,0,0,0,-1,0,-1
3209,-1,0,0,0,1,0,0,1,0,0,-1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
3210,-1,1,1,0,-1,-1,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-1,0,0,0,1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,1,0,0,0,-1,1,0,-1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,1,0,1,-1,1,0,1,-1,0,-1,0,0,-1,0,0,0,0,1,0,1,0,0,1,-1,0,1,0,-1,0,-1,0,0
3212,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,1,0,1,-1,1,0,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,1
3213,0,-1,1,0,0,-1,-1,0,-1,0,1,-1,1,1,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,-1,-1,0,-1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,-1,1,0
3214,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3215,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,-1,0,0,0,0,-1
3216,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,-1
3217,1,0,1,0,0,-1,1,0,0,0,1,0,0,-1,0,1,0,0,-1,-1,1,0,-1,0,1,0,0,0,0,1,0,-1,-1,0,1,0,0,0,0,-1,0,0,0,1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0
3218,0,0,1,0,1,0,-1,1,0,0,1,0,0,1,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,1,0,1,-1,0,1,0,0,0,-1,0,1,-1,0,1,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,1
3219,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,-1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1
3220,0,1,1,1,0,-1,0,1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,1,0,0,0,0,-1,-1,0,1,1,0,0,0,0,1,0,0,1,0,0,-1,0
3221,0,0,0,0,-1,0,1,0,-1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0
3222,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,1,-1,0,0,0
3223,0,1,0,-1,0,0,0,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,-1,0,1,0,1,0,1,1,0,0,1,-1,0,-1,0,0,0,-1
3224,0,0,1,1,1,1,0,0,0,1,-1,0,1,1,1,1,-1,0,0,0,0,0,0,-1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0
3225,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0
3226,0,-1,-1,-1,0,1,0,1,-1,1,-1,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3227,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
3228,0,0,-1,-1,0,0,1,-1,0,-1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,1,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0
3229,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0
3230,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,-1,0,0,0,1,0,1,-1,1,-1,0,-1,0,0,1,0,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,0,1,1,0
3231,0,0,1,-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,0,-1,0,0,1,0,-1,0,0,1,0,1,0,-1,0,0,1,0,-1,0,1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,1,-1,1,0,0,-1,0,0,0
3232,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0
3233,0,1,1,1,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,-1,0,0
3234,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,0
3235,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3236,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,-1,0,1,0,0,-1,0,0,-1,0,0,0,1,0,1,-1,0,-1,0,0,1,1,-1,-1,0,-1,0,0,-1,0,1,0,0,-1,1,1,0
3237,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,1,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
3238,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,-1,-1,0,-1,0,0,0,0,-1,1,0,0,1,0,1,0,0,0,1,0,-1,0,-1,1,0,1,-1,0,1,0,0,0,1,1,0,-1,0,0,0,-1,0,0,0,0,1,0,1,0,-1
