PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
3111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,1,0,0,1,0
3112,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1,1,0,0,0,0
3113,-1,1,0,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,1,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0
3114,0,-1,0,1,1,0,0,0,0,-1,0,0,0,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,1,-1,-1,0,0,0,0,-1,0
3115,0,1,0,-1,0,0,1,1,-1,0,-1,0,0,0,-1,1,-1,0,-1,-1,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1,0,1
3116,0,0,0,1,0,1,1,-1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,0,1,0,0,0,0,-1,0
3117,1,-1,-1,0,0,-1,0,1,0,0,-1,0,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0,-1,0,0,0,1,1,0,0,0,0
3118,0,0,1,0,-1,0,-1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0
3119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,1,1,0,0,0,1,1,0
3120,0,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,0,0,1,1,0,-1,0,0,-1,0,-1,-1,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,0,0,0,0,-1,-1,0,1,1,0
3121,-1,-1,0,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,1,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,1
3122,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,0
3123,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0
3124,-1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,0,-1,1,0,0,-1,0
3125,0,-1,0,1,0,0,0,-1,-1,-1,1,0,1,0,0,-1,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,-1,0,0,0,-1,-1
3126,0,-1,-1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,1,0,0,-1,0,-1,1,0,0,1,0,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,1,-1,1,0,0,-1,0,0,0,0
3127,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,-1,-1,0,-1,0,1,0,-1,0,0,0,0,1,-1,1,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0
3128,-1,1,-1,0,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,1,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,0,0,0,0,1
3129,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,-1,0,0,0,0,1
3130,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,1,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0
3131,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0
3132,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,1,1,1,0,0,1,-1,-1,0,0,1,0,-1,0,0
3133,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,0,1,0,1
3134,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,1,-1,0,0,-1,0,-1,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0
3135,1,0,-1,-1,0,-1,1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0
3136,1,0,-1,0,-1,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,0,1,0,0,1,1,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,-1,0,1,0,-1,0,0,0,1
3137,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3138,0,0,1,0,1,0,1,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,-1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,-1,1,0,0,0,0,1
3139,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,0,-1,1,0
3140,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
3141,-1,0,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,1,-1,0,1,0,0,-1,0,0,0,-1,0,-1,0,0
3142,1,0,0,0,-1,-1,1,0,0,-1,0,1,0,1,-1,-1,-1,1,0,0,1,-1,1,0,-1,0,-1,0,1,0,0,0,1,0,0,1,1,0,0,-1,1,1,1,0,0,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0
3143,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,1,-1,0,0,1,0,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0
3144,0,0,0,-1,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-1,-1,1,0,-1,-1,0,1,0,0,1,1,1,-1
3145,-1,1,0,0,0,0,0,1,0,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,1,-1,0,-1,0,-1,1,0,1,0,-1,0,0,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0
3146,0,1,0,1,-1,0,0,0,1,0,1,-1,1,0,-1,0,0,-1,0,0,-1,1,0,1,0,0,0,-1,0,0,1,0,0,0,-1,1,0,0,1,1,1,0,0,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
3147,-1,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0
3148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,1,0,0,-1,0,0,0,1,0,-1,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0
3149,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,1,-1,1,0
3150,1,0,1,1,0,0,1,-1,-1,0,0,0,0,1,0,1,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,-1,0,1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0
3151,0,-1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,-1,0,-1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0
3152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0
3153,0,0,0,1,1,0,0,0,-1,0,-1,0,1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,1,-1,0,1,-1,-1
3154,1,0,-1,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0
3155,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,-1,0,-1,0,-1
3156,0,0,-1,0,1,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0
3157,1,1,0,0,-1,0,1,-1,-1,0,-1,1,0,1,1,0,-1,0,1,-1,0,-1,0,1,0,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,1,0,1,0
3158,0,-1,0,0,1,1,0,-1,-1,0,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,0,1,-1,0,0,1,1,-1,1,-1,-1,1,1,1,0,0,0,-1,0,-1
3159,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
3160,0,-1,0,0,0,-1,-1,0,-1,-1,1,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,1,1,1,0,0,-1,-1,1,0,0,0,0,-1,0,-1,1,0,0,0,-1,0,0,-1,0
3161,-1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0
3162,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0
3163,1,1,0,0,1,0,0,1,0,0,-1,0,0,1,0,1,0,1,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,-1,0,1,0,1,-1,0,0,0,-1,0,0,0,0,0
3164,1,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,1,1,0,0,-1,1,0,0,1,0,0,1,0,0,1,1,-1,0,0,-1
3165,1,0,1,0,-1,0,0,0,0,0,0,1,-1,1,0,-1,0,0,-1,-1,0,1,0,1,-1,-1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-1,0,0,-1,-1,-1,-1,1,1,0
3166,1,0,0,0,0,1,0,0,0,1,-1,-1,0,0,0,0,1,0,0,1,0,0,0,0,-1,1,0,1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,-1,1,0,1,0,1,0,-1,1,1,0,0,1,0,0,0,0,-1,-1
3167,-1,-1,1,0,0,0,-1,0,0,1,1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,1,0,1,-1,0,0,0,1,-1,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,0,0,-1,0,0
3168,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,-1,1,-1,0,1,0,0
3169,0,-1,0,1,-1,-1,0,-1,0,0,-1,1,1,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,1,0,-1,0,0,0,1,0,1,0,0
3170,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,0
3171,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,1,0,1,0,-1,0,0,-1,0,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1
3172,1,0,0,0,-1,1,1,1,-1,-1,0,-1,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,1,1,0,0,1,0,1,-1
3173,0,0,-1,0,-1,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,1,-1,0,0,0,0,-1,1,0,0,-1,1,-1,0
3174,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,-1,1,0,0,1,0,0,1,-1,0,-1,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1
3175,0,0,0,0,0,-1,0,1,0,0,-1,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,1,0,0,1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1
3176,-1,-1,0,-1,-1,1,-1,0,0,1,1,-1,-1,0,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0
3177,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0
3178,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,1,0,1,0,1,-1,0,0,-1,1,0,0,0,-1,1,1,0,1,0,-1,0,0,1,0,0,0,1,0,-1,0,0,0,0,1,-1,0,1,0,0,0,0,1
3179,0,1,0,0,1,-1,0,1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,1,0,-1,0,0,0,1,1,0,1,-1,-1,-1,0,0,0,1,-1,0,0
3180,0,0,1,0,1,0,1,-1,1,0,0,1,0,0,0,0,1,0,-1,1,0,-1,0,-1,1,1,0,0,0,1,0,0,0,-1,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,-1,0,1,1,0,0,0,0,-1,-1,-1,-1,0,1
3181,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,-1,0,0,0,1,0,1,0,0,0,0
3182,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,1,0,1,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0
3183,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,1,1,0,-1,0,1,0,-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,-1,-1,1,0,0,1
3184,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,-1,1,-1,0,0
3185,0,0,0,0,1,1,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,1,0,-1,0,-1,0,0,-1,0,-1,0,0,1,1,0,0,1,-1,0,-1,0,1,1,0,-1,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,-1,0,0,0,0,1
3186,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,-1,0,0,0,-1,0,1,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0,-1,0,0
3187,0,-1,1,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,1,1,-1,1,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,-1,-1,1,1,1,-1,0
3188,-1,0,0,-1,0,-1,0,-1,-1,1,0,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1,1,0,0,0
3189,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,-1,0,-1,0,0,1,1,0,-1,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,-1,0,0,1,0,0,0,0,0,1,-1,-1,0,0
3190,-1,0,0,0,0,1,1,0,0,1,0,0,0,0,-1,1,0,0,-1,0,0,-1,1,1,0,0,0,0,1,0,0,1,-1,0,-1,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,-1,0,0,-1,0,0
3191,-1,-1,-1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,-1,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,-1,1,0,1,1,0,-1,1,0,0,0,1,0
3192,0,1,1,0,-1,0,-1,-1,0,0,0,0,1,-1,1,1,0,1,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1,1,-1,0,0,1,0,0,0,0,0,0,0,1,1,-1,0
3193,0,0,1,1,-1,0,0,0,-1,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,1,0,1,0,-1,1,0,0,0,0,1,0,0
3194,0,0,0,0,0,0,1,0,-1,1,-1,0,1,1,1,1,1,0,0,-1,0,-1,0,0,0,1,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,-1,0,1,-1,0,1,-1,-1,0,-1,0,-1,0
3195,0,0,0,1,0,0,1,0,0,1,0,-1,-1,0,1,0,-1,0,-1,-1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,0,0,1,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0,-1,1,1,1,0,0,0,0,0,0
3196,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,1,0,1,0,0,1,1,0,-1,0,1,0,0,0,1,1,0,1,0,-1,0,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,0,0
3197,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,-1,0,-1,0,0,0,1,0,1,0,0,0,-1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,-1,0,0,1,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,-1,1,0,1
3198,0,0,1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,-1,1,0,0,-1,-1
3199,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,-1,0,1,0,0,1,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,1,-1,0,0,0,-1,1,1,-1,0,0,0
3200,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,1,0,1,-1,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,1
3201,-1,0,-1,0,0,0,0,1,-1,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0,0,0,0,-1
3202,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,0,0,1,0,0,-1,1,0,-1,-1,0,0,1,0,0,0,0,0,-1,1
3203,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
3204,0,0,-1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,1,1,1,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1
3205,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0
3206,0,0,-1,-1,0,0,1,-1,1,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,-1,0,-1,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,-1
3207,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,1,0,0,1,0,-1,0,0,0,1,-1,-1,-1,-1,0,0,0,0
