PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
3679,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,-1,1,-1,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,1,1,-1,0,0,1,-1,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0
3680,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0
3681,0,-1,0,-1,1,0,0,-1,0,0,1,1,-1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,0,-1,1,-1,-1,0,-1,0,0,0,0,0,1,0,1,0,0,1,1,-1,0,1,1,1,0
3682,-1,1,0,0,0,-1,1,0,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,-1,-1,0,0,-1,-1,1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,1
3683,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,-1,0,0,0,0,-1
3684,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,-1,-1,1,1,-1,0,0,0,1,-1,0,-1,0,0,0,0,1,0,1,1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,1
3685,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,-1,0,1,0,0,-1,1,0,-1,-1,-1,0,1,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,1,-1,0,1,0,1,0,0,-1,0,-1,0,0
3686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,1,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3687,0,1,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-1,1,0,0,-1,-1,0,0,0,-1,1,-1,-1,0,0,1,0,0,0,0,-1,0
3688,0,0,0,-1,0,0,-1,0,-1,1,0,-1,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,-1,1
3689,0,0,0,0,-1,-1,0,1,0,1,-1,-1,0,0,0,0,0,-1,0,1,-1,0,0,1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,0,1,0,-1,0,-1,0,1,-1,0,-1,-1,-1,0,-1,0,-1,0,1,1,0,0,0,0,1,0,0,1
3690,0,1,1,0,1,0,0,0,-1,0,0,1,-1,0,-1,0,1,-1,0,-1,1,-1,0,1,-1,0,-1,0,0,1,-1,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
3691,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,-1,1,0,1,0,1,0,1,0,0,-1,0,0,1,0,0,-1,0,0,0,1,0,1,1,1,-1,-1,-1,0,1,0,0,-1,0,1
3692,-1,0,1,0,-1,1,1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,0,0
3693,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0
3694,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,1,0,0,-1,-1,1,0,1,0,0,-1,1,1,0,1,0,0,-1,1,0,-1,0,1,-1,0,0
3695,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,1,-1,0,-1,0,0,0,1,0,0,1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,1
3696,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,0,0,1,0,0,0,0,-1,0,0,0,0
3697,0,0,1,1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0
3698,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,1,0,-1,0,0,0,-1,0,1,0,0,1,-1,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,1,1,-1
3699,0,0,-1,-1,0,-1,0,0,0,0,1,0,1,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,-1,-1,0,0,1,0,-1,0,-1,0,0,-1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0
3700,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,0,-1,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,0,-1,0,0,0,0
3701,0,0,0,0,-1,0,0,0,1,-1,-1,1,-1,1,-1,0,-1,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,-1,0,0,0,0,-1,-1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,-1,1,0,-1,0,0,0,0,-1,0,-1
3702,0,1,1,0,0,0,-1,0,0,0,0,1,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,1,-1,0,0,-1,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,-1,0,0,0
3703,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,0,0,0,1,1,-1,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0
3704,0,-1,1,0,0,1,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,1,-1,-1,1,1,0,0,0,0,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3705,-1,-1,1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,-1,0,1,0,0,-1,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1
3706,-1,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1
3707,0,-1,0,0,0,-1,1,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,1,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,-1,-1,0
3708,0,-1,-1,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,-1,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3709,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,-1,1,0,0,0,1,1,0,-1,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,1,0,1,-1,1,0,0,-1,0
3710,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,-1,-1,-1,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,-1,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,0,1
3711,-1,1,0,0,0,0,0,0,0,1,1,-1,0,0,1,-1,0,0,1,0,0,0,0,0,-1,0,1,1,1,0,-1,0,-1,0,-1,0,0,0,-1,-1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,1
3712,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0
3713,0,1,1,1,0,0,1,0,0,-1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1,1,0,0,1,0,0,1,0,0,0,0,-1
3714,0,0,0,0,0,1,1,0,-1,0,0,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,-1,0,0,0,1,0
3715,1,0,-1,0,0,1,0,0,1,0,1,0,0,0,1,-1,-1,0,1,0,0,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1
3716,0,1,-1,0,0,0,-1,1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,1,1,-1,0,1,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,1,0,-1,0,0,1,0,0,0,0
3717,1,-1,0,0,1,0,0,-1,1,0,1,-1,0,0,0,0,0,-1,-1,1,0,0,0,1,1,0,0,-1,0,1,0,-1,1,0,0,-1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,-1,0,0,0,0,1,0,0,1,0
3718,1,0,0,0,1,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
3719,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,-1
3720,0,0,0,-1,0,0,-1,0,1,1,-1,0,0,-1,0,-1,-1,0,-1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-1,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,1
3721,0,1,0,0,0,1,0,0,-1,-1,-1,0,0,1,0,0,1,0,1,-1,0,1,0,0,-1,0,1,0,1,0,-1,1,0,0,0,1,0,0,0,-1,1,0,0,0,1,0,1,0,1,0,-1,0,0,0,0,1,1,1,1,0,-1,0,1,0
3722,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1
3723,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-1,1,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0
3724,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,-1,0,0,-1,1,-1,1,0,0,0,-1,1,1,-1,0,0
3725,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,0,0,1,1,1,1,-1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,-1,0,-1,0,0,0,0,1,1,0,-1,0,0,-1,0,0,0,1,0,0,-1,0
3726,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,-1,1,-1,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3727,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0
3728,1,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,1,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,0,-1,1,0,-1,-1,0,0,0
3729,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0
3730,1,0,0,-1,0,0,0,-1,-1,0,1,0,0,1,0,0,0,0,1,-1,0,0,0,-1,-1,0,-1,0,0,-1,1,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1,0
3731,0,1,0,0,0,0,0,0,-1,0,1,0,-1,0,-1,-1,-1,0,0,0,1,-1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,0,0,1,1,0,1,0,1,0,1,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0
3732,-1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,1,-1,0,1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,0,0,1,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,-1
3733,0,1,-1,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,-1,-1,-1,1,0
3734,-1,0,0,1,1,-1,1,0,0,-1,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,1,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,1,-1,0
3735,0,0,-1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,1,-1,1,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,1,0
3736,-1,0,1,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,1,0,-1,1,1,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,1,0,0
3737,1,0,-1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,-1,1,-1,1,-1,0,0,0,0,1,1,0,0,1,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3738,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,1,0,0,0,0,0,1,-1,-1,0,1,0,-1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0
3739,0,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,1,0,0,1,0,0,1,0
3740,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,1,0,0
3741,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,1,0,0,-1
3742,0,1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,-1,1,-1,0,0,0,-1
3743,1,0,0,-1,0,0,0,-1,0,-1,1,1,0,0,0,-1,0,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,0
3744,1,1,0,0,1,0,1,0,0,-1,0,1,-1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0
3745,1,-1,0,-1,0,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,0,0,-1,0,0,0,-1,-1,1,1,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0
3746,0,0,1,1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,1,0,-1,0,1,0,0,0,-1,1,0,-1,-1,0,0,0,0,-1,-1,0,-1
3747,0,0,0,1,1,0,0,0,0,1,1,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,0,1,-1,1,0,-1,0,0,-1,0,0,0,0,-1,-1,0,1,0,0,1,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0
3748,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,1,-1,0,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,0,-1,0,0,-1,0,0,0,0,0,-1,1,0,0,-1,1,0
3749,0,0,1,0,-1,0,0,1,1,0,1,-1,0,0,0,0,-1,1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,-1,0,0,0,-1,0,1,0,0,0,-1,1,0,0,0,0,0
3750,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,-1,-1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,1,-1,0,-1,1
3751,0,-1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3752,0,1,0,0,0,1,1,1,1,-1,0,-1,0,0,-1,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3753,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,-1,0,0
3754,-1,0,0,0,1,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,0,1,-1,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0
3755,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,0,1,1,0,0,-1,1,-1,1,0,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3756,0,0,0,0,1,-1,1,0,1,1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,-1,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0
3757,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,-1,1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0
3758,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0,0,0,-1,0,0,0,-1
3759,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,-1,0,0,1,0,0,-1,1,0,0,-1,0,0,-1,0,0,0
3760,0,0,-1,0,0,0,1,0,0,-1,-1,0,-1,0,0,1,-1,-1,1,0,0,0,1,0,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1,1,0,-1,0,1,-1,0,0,-1,1,-1,-1,0,-1,0,0
3761,0,1,0,1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0
3762,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,0,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,-1,1,0,-1,0,-1,-1,-1,0,0,0,1,-1,-1,-1,0,0
3763,-1,0,-1,0,1,0,1,0,0,-1,0,-1,0,0,-1,0,0,0,1,1,-1,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0
3764,0,0,0,0,-1,0,1,-1,-1,-1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,1,0,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,-1,0,0,1,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,0,1
3765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3766,0,0,-1,0,0,1,-1,1,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1
3767,0,-1,-1,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,1,-1,0,0,0,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,-1,0,-1,-1,1,0,1,1,1,0,0,-1
3768,0,0,1,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,0,1,0,-1,-1,0,0,0,0,0,1,1,-1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,0,1,0,0,0,-1,1,1,-1,0,-1,0,-1,0,1,1,1,0,0,0,0
3769,-1,0,0,0,1,0,0,-1,0,0,0,1,0,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,-1
3770,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,1,-1,0,0,-1,0,-1,1,0,-1,0,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,0,1,0,0,1,-1,1,0
3771,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-1,1,0,0,1,-1,0,-1,1,0,0,-1,0,-1,0,1,0,1,0,1,0,0
3772,1,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,1,0,1
3773,0,-1,0,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,0,1
3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,1,1,0,0,1,0,0,-1,1,0,1,-1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1
3775,1,0,1,0,0,0,-1,0,0,-1,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,0,0,0,-1,0,1,1,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,1,1,0,0,0,0
3776,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,1,0,0,1,0,1,0,0,1
